
S&P 500 INDEX,Last: 7489.7202,Change:  52.0902
Date: 3 August 2026 at 05:22 GMT-4,Bid: 7440.8301,Ask: 7519.0498,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Thu Aug 06 2026,SPXW260806C07530000,22.58,12.03,34.9,35.2,164,0.1229,0.4943,0.0044,240,7530.00,SPXW260806P07530000,55,-43.85,36.7,37,11,0.1228,-0.5057,0.0044,91
Thu Aug 06 2026,SPXW260806C07535000,19.2,10.95,32,32.4,219,0.1212,0.4719,0.0045,168,7535.00,SPXW260806P07535000,56.2,-17.7,38.9,39.2,10,0.1214,-0.5281,0.0045,14
Thu Aug 06 2026,SPXW260806C07540000,17.38,11.15,29.3,29.6,209,0.1197,0.449,0.0045,771,7540.00,SPXW260806P07540000,60.33,-15.85,41.1,41.5,24,0.1198,-0.5509,0.0045,58
Thu Aug 06 2026,SPXW260806C07545000,16.37,9.15,26.7,27,159,0.1182,0.4258,0.0045,92,7545.00,SPXW260806P07545000,57.4,-17.9,43.5,43.9,7,0.1182,-0.5742,0.0045,4
Thu Aug 06 2026,SPXW260806C07550000,14.3,5.64,24.2,24.5,312,0.1166,0.4022,0.0045,1348,7550.00,SPXW260806P07550000,60.03,-9.59,46,46.4,26,0.1168,-0.5978,0.0045,205
Thu Aug 06 2026,SPXW260806C07555000,11.7,11.47,21.9,22.2,89,0.1153,0.3783,0.0045,260,7555.00,SPXW260806P07555000,151.89,0,48.7,49,0,0.1152,-0.6216,0.0045,4
Thu Aug 06 2026,SPXW260806C07560000,10.5,4.98,19.7,20,154,0.1139,0.3544,0.0044,273,7560.00,SPXW260806P07560000,81.46,-39.54,51.5,51.8,9,0.1137,-0.6456,0.0044,81
Thu Aug 06 2026,SPXW260806C07565000,9.55,5.83,17.6,17.9,152,0.1124,0.3304,0.0044,496,7565.00,SPXW260806P07565000,74.93,-12.06,54.4,54.7,8,0.1122,-0.6696,0.0044,15
Thu Aug 06 2026,SPXW260806C07570000,8.25,4.8,15.6,15.9,422,0.1107,0.3065,0.0043,455,7570.00,SPXW260806P07570000,71.66,-57.49,57.4,57.7,8,0.1106,-0.6934,0.0043,52
Thu Aug 06 2026,SPXW260806C07575000,6.9,5.3,13.8,14.1,422,0.1093,0.2829,0.0042,1427,7575.00,SPXW260806P07575000,74.6,-19.55,57.4,63.4,10,0.1078,-0.7171,0.0042,108
Thu Aug 06 2026,SPXW260806C07580000,6.19,5.36,12.1,12.4,102,0.1078,0.2596,0.0041,1490,7580.00,SPXW260806P07580000,101.32,-15.66,60.5,66.8,3,0.106,-0.7403,0.0041,44
Thu Aug 06 2026,SPXW260806C07585000,4.9,6.33,10.5,10.8,656,0.1062,0.2368,0.0039,750,7585.00,SPXW260806P07585000,89.7,-19.35,63.8,70.3,6,0.1042,-0.7632,0.0039,21
Thu Aug 06 2026,SPXW260806C07590000,4.41,6.4,9.1,9.4,245,0.1048,0.2146,0.0038,319,7590.00,SPXW260806P07590000,94.28,-52.22,67.6,74.5,2,0.1047,-0.7854,0.0038,4
Thu Aug 06 2026,SPXW260806C07595000,3.45,4.69,7.8,8.1,662,0.1034,0.1932,0.0036,617,7595.00,SPXW260806P07595000,111.87,-39.03,71.3,78.2,2,0.1032,-0.8068,0.0036,3
Thu Aug 06 2026,SPXW260806C07600000,3,2.95,6.7,6.9,2086,0.102,0.1726,0.0034,3409,7600.00,SPXW260806P07600000,116.27,-39.38,77.6,80.1,3,0.1032,-0.8273,0.0034,1646
Thu Aug 06 2026,SPXW260806C07605000,2.6,0.475,5.6,5.9,919,0.1006,0.1531,0.0032,1068,7605.00,SPXW260806P07605000,122.19,-37.76,78.9,85.9,2,0.0996,-0.8468,0.0032,3
Thu Aug 06 2026,SPXW260806C07610000,1.8,2.7,4.7,5,470,0.0994,0.1348,0.003,1122,7610.00,SPXW260806P07610000,126.74,-38.66,83,90,6,0.0983,-0.8651,0.003,6
Thu Aug 06 2026,SPXW260806C07615000,1.45,1.7,3.9,4.2,949,0.0981,0.1178,0.0027,836,7615.00,SPXW260806P07615000,0,0,87.1,94.2,0,0.0966,-0.8821,0.0027,0
Thu Aug 06 2026,SPXW260806C07620000,1.35,1.2,3.2,3.5,1023,0.0969,0.1022,0.0025,1288,7620.00,SPXW260806P07620000,297.19,0,91.5,98.3,0,0.0948,-0.8978,0.0025,13
Thu Aug 06 2026,SPXW260806C07625000,1.1,1.95,2.7,2.85,761,0.0959,0.0881,0.0023,1089,7625.00,SPXW260806P07625000,219.63,0,95.4,104.6,0,0.0994,-0.9119,0.0023,8
Thu Aug 06 2026,SPXW260806C07630000,0.75,0.8,2.2,2.4,389,0.0952,0.0754,0.002,988,7630.00,SPXW260806P07630000,140.4,0,100.1,108.9,0,0.0988,-0.9245,0.002,2
Thu Aug 06 2026,SPXW260806C07635000,0.7,0.675,1.8,2,1559,0.0948,0.0643,0.0018,1752,7635.00,SPXW260806P07635000,0,0,101,116.2,0,0.0933,-0.9356,0.0018,0
Thu Aug 06 2026,SPXW260806C07640000,0.6,0.92,1.5,1.65,722,0.0942,0.0547,0.0016,1193,7640.00,SPXW260806P07640000,0,0,105.3,120.1,0,0.0843,-0.9453,0.0016,6
Thu Aug 06 2026,SPXW260806C07645000,0.5,0.35,1.25,1.35,278,0.0938,0.0464,0.0014,267,7645.00,SPXW260806P07645000,0,0,109.9,125.7,0,0.0891,-0.9536,0.0014,0
Thu Aug 06 2026,SPXW260806C07650000,0.35,0.46,1,1.15,637,0.0935,0.0394,0.0012,2243,7650.00,SPXW260806P07650000,205.45,0,114.8,129.6,0,0.0792,-0.9606,0.0012,11
Thu Aug 06 2026,SPXW260806C07655000,0.3,0.4,0.85,0.95,367,0.0936,0.0336,0.0011,294,7655.00,SPXW260806P07655000,0,0,119.6,135.2,0,0.0874,-0.9664,0.0011,0
Thu Aug 06 2026,SPXW260806C07660000,0.25,0.25,0.7,0.85,128,0.0942,0.0287,0.001,1281,7660.00,SPXW260806P07660000,166.41,0,124.4,140.1,0,0.0863,-0.9712,0.001,1
Thu Aug 06 2026,SPXW260806C07665000,0,0,0.6,0.7,0,0.0944,0.0247,0.0008,0,7665.00,SPXW260806P07665000,0,0,128.9,144.3,0,0,-0.9752,0.0008,0
Thu Aug 06 2026,SPXW260806C07670000,0.2,0.35,0.5,0.6,74,0.0947,0.0215,0.0007,462,7670.00,SPXW260806P07670000,0,0,136.1,149.9,0,0.1079,-0.9785,0.0007,0
Thu Aug 06 2026,SPXW260806C07675000,0.2,-0.025,0.45,0.55,143,0.0961,0.0188,0.0007,701,7675.00,SPXW260806P07675000,0,0,139.2,154.8,0,0.0849,-0.9811,0.0007,0
Thu Aug 06 2026,SPXW260806C07680000,0.15,0.13,0.35,0.5,37,0.0965,0.0167,0.0006,2059,7680.00,SPXW260806P07680000,170.66,-63.49,144.1,159.7,1,0.0809,-0.9833,0.0006,1
Thu Aug 06 2026,SPXW260806C07685000,0,0,0.3,0.45,0,0.0975,0.0149,0.0005,0,7685.00,SPXW260806P07685000,0,0,143.6,167.6,0,0,-0.9851,0.0005,0
Thu Aug 06 2026,SPXW260806C07690000,0.15,0,0.3,0.4,85,0.0992,0.0134,0.0005,196,7690.00,SPXW260806P07690000,0,0,154.2,169.7,0,0.0897,-0.9865,0.0005,0
Thu Aug 06 2026,SPXW260806C07695000,0,0,0.25,0.35,0,0.0997,0.0122,0.0004,0,7695.00,SPXW260806P07695000,0,0,153.6,177.5,0,0,-0.9878,0.0004,0
Thu Aug 06 2026,SPXW260806C07700000,0.1,-0.02,0.25,0.35,75,0.1023,0.0112,0.0004,1330,7700.00,SPXW260806P07700000,165.8,0,164.1,179.6,0,0.0854,-0.9888,0.0004,12
Thu Aug 06 2026,SPXW260806C07705000,0,0,0.2,0.3,0,0.1024,0.0103,0.0004,0,7705.00,SPXW260806P07705000,0,0,163.5,187.5,0,0,-0.9896,0.0004,0
Thu Aug 06 2026,SPXW260806C07710000,0.1,0.045,0.2,0.3,207,0.1049,0.0096,0.0003,254,7710.00,SPXW260806P07710000,0,0,174.1,189.6,0,0.0903,-0.9904,0.0003,0
Thu Aug 06 2026,SPXW260806C07715000,0,0,0.15,0.25,0,0.1045,0.0089,0.0003,0,7715.00,SPXW260806P07715000,0,0,173.4,197.4,0,0,-0.9911,0.0003,0
Thu Aug 06 2026,SPXW260806C07720000,0.1,0,0.15,0.25,45,0.107,0.0083,0.0003,166,7720.00,SPXW260806P07720000,0,0,184,199.5,0,0,-0.9916,0.0003,0
Thu Aug 06 2026,SPXW260806C07725000,0.1,-0.025,0.15,0.25,20,0.1094,0.0078,0.0003,217,7725.00,SPXW260806P07725000,185,0,189,204.5,0,0,-0.9921,0.0003,9
Thu Aug 06 2026,SPXW260806C07730000,0.1,0,0.15,0.25,23,0.1118,0.0074,0.0002,23,7730.00,SPXW260806P07730000,0,0,192.2,208.2,0,0,-0.9926,0.0002,0
Thu Aug 06 2026,SPXW260806C07740000,0,0,0.1,0.2,0,0.1127,0.0066,0.0002,0,7740.00,SPXW260806P07740000,0,0,198.4,222.4,0,0,-0.9934,0.0002,0
Thu Aug 06 2026,SPXW260806C07750000,0.1,-0.025,0.1,0.2,95,0.1173,0.006,0.0002,292,7750.00,SPXW260806P07750000,304.74,0,211.3,232.4,0,0.1099,-0.994,0.0002,1
Thu Aug 06 2026,SPXW260806C07760000,0,0,0.1,0.2,0,0.122,0.0055,0.0002,0,7760.00,SPXW260806P07760000,0,0,218.7,242.7,0,0,-0.9945,0.0002,0
Thu Aug 06 2026,SPXW260806C07770000,0,0,0.05,0.2,0,0.1241,0.005,0.0002,0,7770.00,SPXW260806P07770000,0,0,228.4,252.4,0,0,-0.9949,0.0002,0
Thu Aug 06 2026,SPXW260806C07775000,0.09,-0.01,0.1,0.2,2,0.1288,0.0048,0.0001,365,7775.00,SPXW260806P07775000,329.72,0,236.3,257.8,0,0.139,-0.9951,0.0001,2
Thu Aug 06 2026,SPXW260806C07780000,0,0,0.05,0.2,0,0.1286,0.0046,0.0001,0,7780.00,SPXW260806P07780000,0,0,238.4,262.4,0,0,-0.9953,0.0001,0
Thu Aug 06 2026,SPXW260806C07790000,0,0,0.05,0.15,0,0.1301,0.0043,0.0001,0,7790.00,SPXW260806P07790000,0,0,248.5,272.5,0,0,-0.9956,0.0001,0
Thu Aug 06 2026,SPXW260806C07800000,0.11,0.035,0.05,0.15,5,0.1345,0.004,0.0001,155,7800.00,SPXW260806P07800000,355.3,0,261.2,282.9,0,0.1516,-0.9959,0.0001,2
Thu Aug 06 2026,SPXW260806C07825000,0.1,0.025,0.05,0.15,1,0.1453,0.0034,0.0001,212,7825.00,SPXW260806P07825000,0,0,286.2,307.3,0,0.116,-0.9965,0.0001,0
Thu Aug 06 2026,SPXW260806C07850000,0.07,0.02,0.05,0.15,14,0.1561,0.003,0.0001,163,7850.00,SPXW260806P07850000,0,0,311.2,332.3,0,0.1331,-0.997,0.0001,0
Thu Aug 06 2026,SPXW260806C07875000,0.15,0,0.05,0.15,0,0.1667,0.0026,0.0001,279,7875.00,SPXW260806P07875000,415.42,-12.33,336.2,357.8,1,0.1854,-0.9974,0.0001,1
Thu Aug 06 2026,SPXW260806C07900000,0.07,0.02,0.05,0.15,25,0.1773,0.0023,0.0001,495,7900.00,SPXW260806P07900000,0,0,361.2,382.7,0,0.1934,-0.9976,0.0001,0
Thu Aug 06 2026,SPXW260806C07925000,0.1,0,0.05,0.15,0,0.1878,0.0021,0,2915,7925.00,SPXW260806P07925000,440,-38.3,386.2,407.7,1,0.2055,-0.9979,0,1
Thu Aug 06 2026,SPXW260806C07950000,0.05,0,0.05,0.15,0,0.1982,0.0019,0,16,7950.00,SPXW260806P07950000,0,0,411.2,432.7,0,0.2175,-0.9981,0,0
Thu Aug 06 2026,SPXW260806C07975000,0.05,0,0,0.1,0,0.1961,0.0017,0,4,7975.00,SPXW260806P07975000,0,0,436.2,457.6,0,0.2244,-0.9982,0,0
Thu Aug 06 2026,SPXW260806C08000000,0.05,0,0,0.1,0,0.2058,0.0016,0,3502,8000.00,SPXW260806P08000000,0,0,461.1,482.2,0,0,-0.9984,0,0
Thu Aug 06 2026,SPXW260806C08025000,0.1,0,0,0.1,0,0.2155,0.0014,0,13,8025.00,SPXW260806P08025000,0,0,486.1,507.2,0,0,-0.9985,0,0
Thu Aug 06 2026,SPXW260806C08050000,0.05,0,0,0.1,1,0.2251,0.0013,0,6,8050.00,SPXW260806P08050000,0,0,511.1,532.2,0,0,-0.9986,0,0
Thu Aug 06 2026,SPXW260806C08075000,0,0,0,0.1,0,0.2346,0.0012,0,0,8075.00,SPXW260806P08075000,0,0,536.1,557.2,0,0,-0.9987,0,0
Thu Aug 06 2026,SPXW260806C08100000,0.4,0,0,0.1,0,0.2441,0.0012,0,6,8100.00,SPXW260806P08100000,0,0,561.1,582.7,0,0.2833,-0.9988,0,0
Thu Aug 06 2026,SPXW260806C08200000,0.05,0,0,0.1,1,0.2813,0.0009,0,104,8200.00,SPXW260806P08200000,0,0,661,682.3,0,0.2771,-0.9991,0,0
Thu Aug 06 2026,SPXW260806C08300000,0,0,0,0.1,0,0.3178,0.0007,0,0,8300.00,SPXW260806P08300000,0,0,761,782.1,0,0,-0.9993,0,0
Thu Aug 06 2026,SPXW260806C08400000,0.05,0,0,0.1,0,0.3534,0.0006,0,11,8400.00,SPXW260806P08400000,0,0,861,882.5,0,0.3997,-0.9994,0,0
Thu Aug 06 2026,SPXW260806C08600000,0,0,0,0.1,0,0.4227,0.0004,0,0,8600.00,SPXW260806P08600000,0,0,1060.9,1082,0,0,-0.9996,0,0
Thu Aug 06 2026,SPXW260806C08800000,0.15,0,0,0.05,0,0.4664,0.0003,0,10,8800.00,SPXW260806P08800000,0,0,1260.8,1282.4,0,0.5487,-0.9997,0,0
Thu Aug 06 2026,SPXW260806C09000000,0.1,0,0,0.05,0,0.5284,0.0002,0,2,9000.00,SPXW260806P09000000,0,0,1460.8,1482.1,0,0.5956,-0.9998,0,0
Thu Aug 06 2026,SPXW260806C09200000,0,0,0,0.05,0,0.5885,0.0001,0,0,9200.00,SPXW260806P09200000,0,0,1660.7,1681.8,0,0.4203,-0.9998,0,0
Thu Aug 06 2026,SPXW260806C09400000,0,0,0,0.05,0,0.6469,0.0001,0,0,9400.00,SPXW260806P09400000,0,0,1860.6,1881.7,0,0,-0.9999,0,0
Thu Aug 06 2026,SPXW260806C09600000,0,0,0,0.05,0,0.7036,0.0001,0,0,9600.00,SPXW260806P09600000,0,0,2060.6,2082.1,0,0.8313,-0.9999,0,0
Thu Aug 06 2026,SPXW260806C09800000,0.05,0,0,0.05,0,0.7589,0,0,35,9800.00,SPXW260806P09800000,0,0,2260.5,2281.6,0,0.7373,-0.9999,0,0
Fri Aug 07 2026,SPXW260807C02600000,4835.78,0,4916.6,4938.1,0,3.1832,0.9999,0,2,2600.00,SPXW260807P02600000,0.05,0,0,0.05,0,2.5814,0,0,30
Fri Aug 07 2026,SPXW260807C02800000,0,0,4716.5,4738.2,0,2.8899,0.9999,0,0,2800.00,SPXW260807P02800000,0,0,0,0.05,0,2.4065,0,0,0
Fri Aug 07 2026,SPXW260807C03000000,4511.84,0,4516.9,4538.3,0,2.7534,0.9999,0,0,3000.00,SPXW260807P03000000,0.05,0,0,0.05,0,2.2435,0,0,61
Fri Aug 07 2026,SPXW260807C03200000,0,0,4317,4338.5,0,2.5717,0.9999,0,0,3200.00,SPXW260807P03200000,0.1,0,0,0.05,0,2.091,0,0,291
Fri Aug 07 2026,SPXW260807C03400000,0,0,4116.7,4138.6,0,2.264,0.9999,0,0,3400.00,SPXW260807P03400000,0.1,0,0,0.05,0,1.9478,0,0,58
Fri Aug 07 2026,SPXW260807C03600000,0,0,3917.3,3938.7,0,2.2189,0.9999,0,0,3600.00,SPXW260807P03600000,0.1,0,0,0.05,0,1.8127,0,0,215
Fri Aug 07 2026,SPXW260807C03800000,0,0,3717.4,3738.8,0,2.0467,0.9999,0,0,3800.00,SPXW260807P03800000,0.05,0,0,0.05,0,1.6844,0,0,1885
Fri Aug 07 2026,SPXW260807C04000000,0,0,3517.1,3539,0,1.8019,0.9999,0,0,4000.00,SPXW260807P04000000,0.05,0,0,0.05,0,1.5629,0,0,265
Fri Aug 07 2026,SPXW260807C04200000,0,0,3317.2,3339.1,0,1.6397,0.9999,0,0,4200.00,SPXW260807P04200000,0.05,0,0,0.05,0,1.4472,-0.0001,0,397
Fri Aug 07 2026,SPXW260807C04400000,0,0,3117.8,3139.2,0,1.6196,0.9999,0,0,4400.00,SPXW260807P04400000,0.05,0,0,0.05,0,1.3367,-0.0001,0,250
Fri Aug 07 2026,SPXW260807C04600000,0,0,2917.5,2939.3,0,1.3698,0.9998,0,0,4600.00,SPXW260807P04600000,0.2,0,0,0.05,0,1.2309,-0.0001,0,389
Fri Aug 07 2026,SPXW260807C04800000,0,0,2718.1,2739.5,0,1.3768,0.9998,0,0,4800.00,SPXW260807P04800000,0.05,0.025,0,0.05,540,1.1294,-0.0001,0,1237
Fri Aug 07 2026,SPXW260807C05000000,2444.73,-1.67,2517.7,2539.6,1,1.1202,0.9998,0,124,5000.00,SPXW260807P05000000,0.05,-0.025,0,0.05,128,1.0318,-0.0002,0,5802
Fri Aug 07 2026,SPXW260807C05200000,0,0,2317.9,2339.7,0,1.0243,0.9997,0,0,5200.00,SPXW260807P05200000,0.05,-0.025,0,0.05,299,0.9377,-0.0002,0,1928
Fri Aug 07 2026,SPXW260807C05400000,2060.45,13.35,2118.5,2139.9,1,1.0309,0.9997,0,2,5400.00,SPXW260807P05400000,0.05,-0.025,0,0.05,10,0.8468,-0.0003,0,1703
Fri Aug 07 2026,SPXW260807C05500000,0,0,2018.6,2039.9,0,0.9726,0.9996,0,0,5500.00,SPXW260807P05500000,0.1,-0.025,0,0.05,1428,0.8025,-0.0003,0,1219
Fri Aug 07 2026,SPXW260807C05600000,1895.21,0,1918.2,1940,0,0.8388,0.9996,0,4,5600.00,SPXW260807P05600000,0.1,-0.075,0,0.1,701,0.7948,-0.0004,0,1890
Fri Aug 07 2026,SPXW260807C05700000,1696.87,0,1818.7,1840.1,0,0.8714,0.9995,0,2,5700.00,SPXW260807P05700000,0.1,-0.05,0,0.1,4284,0.7501,-0.0004,0,6433
Fri Aug 07 2026,SPXW260807C05800000,0,0,1718.8,1740.2,0,0.8272,0.9995,0,0,5800.00,SPXW260807P05800000,0.1,-0.075,0,0.1,23938,0.706,-0.0005,0,30301
Fri Aug 07 2026,SPXW260807C05875000,0,0,1643.5,1665.2,0,0.7348,0.9994,0,0,5875.00,SPXW260807P05875000,0.15,-0.05,0,0.1,59,0.6733,-0.0006,0,137
Fri Aug 07 2026,SPXW260807C05900000,1514.39,0,1618.7,1640.3,0,0.7618,0.9994,0,0,5900.00,SPXW260807P05900000,0.15,-0.05,0,0.1,782,0.6625,-0.0006,0,3680
Fri Aug 07 2026,SPXW260807C05925000,0,0,1593.9,1615.3,0,0.7668,0.9994,0,0,5925.00,SPXW260807P05925000,0.15,-0.075,0,0.1,200,0.6517,-0.0006,0,167
Fri Aug 07 2026,SPXW260807C05950000,0,0,1568.9,1590.3,0,0.751,0.9993,0,0,5950.00,SPXW260807P05950000,0.15,-0.075,0,0.1,157,0.641,-0.0006,0,2066
Fri Aug 07 2026,SPXW260807C05975000,0,0,1543.9,1565.3,0,0.7352,0.9993,0,0,5975.00,SPXW260807P05975000,0.15,-0.1,0,0.1,311,0.6303,-0.0006,0,266
Fri Aug 07 2026,SPXW260807C06000000,1582.2,0,1518.5,1540.3,0,0.661,0.9993,0,955,6000.00,SPXW260807P06000000,0.17,-0.08,0.05,0.1,2210,0.6383,-0.0007,0,54655
Fri Aug 07 2026,SPXW260807C06025000,0,0,1493.8,1515.3,0,0.6921,0.9992,0,0,6025.00,SPXW260807P06025000,0.15,-0.1,0.05,0.15,8,0.6414,-0.0007,0,4
Fri Aug 07 2026,SPXW260807C06050000,1439.1,41.1,1468.6,1490.4,2,0.6618,0.9992,0,2,6050.00,SPXW260807P06050000,0.15,-0.15,0.05,0.15,3,0.6303,-0.0007,0,1494
Fri Aug 07 2026,SPXW260807C06075000,0,0,1444,1465.4,0,0.6918,0.9992,0,0,6075.00,SPXW260807P06075000,0.17,-0.1,0.05,0.15,2,0.6192,-0.0008,0,241
Fri Aug 07 2026,SPXW260807C06100000,1348.25,0.25,1419,1440.4,1,0.6765,0.9991,0,4,6100.00,SPXW260807P06100000,0.18,-0.12,0.05,0.15,388,0.6082,-0.0008,0,51933
Fri Aug 07 2026,SPXW260807C06125000,0,0,1393.8,1415.4,0,0.6397,0.9991,0,0,6125.00,SPXW260807P06125000,0.2,-0.1,0.05,0.15,174,0.5972,-0.0008,0,194
Fri Aug 07 2026,SPXW260807C06150000,1298.58,0.23,1369.1,1390.5,1,0.6631,0.9991,0,4,6150.00,SPXW260807P06150000,0.2,-0.15,0.05,0.15,114,0.5864,-0.0009,0,2421
Fri Aug 07 2026,SPXW260807C06175000,0,0,1344.1,1365.5,0,0.6481,0.999,0,0,6175.00,SPXW260807P06175000,0.15,-0.2,0.05,0.15,91,0.5754,-0.0009,0,157
Fri Aug 07 2026,SPXW260807C06200000,1207.82,0,1319.1,1340.5,0,0.6332,0.999,0,4,6200.00,SPXW260807P06200000,0.2,-0.15,0.05,0.15,133,0.5645,-0.001,0,1223
Fri Aug 07 2026,SPXW260807C06225000,0,0,1294.1,1315.5,0,0.6183,0.9989,0,0,6225.00,SPXW260807P06225000,0.2,-0.2,0.1,0.15,123,0.5637,-0.001,0,74
Fri Aug 07 2026,SPXW260807C06250000,0,0,1268.7,1290.5,0,0.5574,0.9989,0,0,6250.00,SPXW260807P06250000,0.2,-0.2,0.1,0.15,325,0.5527,-0.0011,0,446
Fri Aug 07 2026,SPXW260807C06275000,0,0,1243.7,1265.6,0,0.5561,0.9988,0,0,6275.00,SPXW260807P06275000,0.25,-0.2,0.1,0.15,99,0.5417,-0.0011,0,96
Fri Aug 07 2026,SPXW260807C06300000,1111.78,0,1219.2,1240.6,0,0.5896,0.9988,0,177,6300.00,SPXW260807P06300000,0.24,-0.21,0.1,0.15,256,0.5309,-0.0012,0,2266
Fri Aug 07 2026,SPXW260807C06325000,0,0,1194.2,1215.6,0,0.5751,0.9987,0,0,6325.00,SPXW260807P06325000,0.25,-0.225,0.1,0.2,13,0.528,-0.0013,0,61
Fri Aug 07 2026,SPXW260807C06350000,1215.11,0,1168.7,1190.6,0,0.5061,0.9986,0,1,6350.00,SPXW260807P06350000,0.3,-0.225,0.1,0.2,1564,0.517,-0.0013,0,3424
Fri Aug 07 2026,SPXW260807C06375000,0,0,1144.2,1165.7,0,0.5534,0.9986,0,0,6375.00,SPXW260807P06375000,0.25,-0.275,0.1,0.2,203,0.506,-0.0014,0,635
Fri Aug 07 2026,SPXW260807C06400000,1130.53,0,1119.3,1140.7,0,0.5457,0.9985,0,0,6400.00,SPXW260807P06400000,0.25,-0.3,0.1,0.2,55,0.495,-0.0015,0,3340
Fri Aug 07 2026,SPXW260807C06425000,0,0,1094.3,1115.7,0,0.5316,0.9984,0,0,6425.00,SPXW260807P06425000,0.3,-0.3,0.15,0.2,57,0.4905,-0.0016,0,135
Fri Aug 07 2026,SPXW260807C06450000,1116.31,0,1069.3,1090.7,0,0.5175,0.9983,0,1,6450.00,SPXW260807P06450000,0.3,-0.3,0.15,0.2,278,0.4796,-0.0016,0,1746
Fri Aug 07 2026,SPXW260807C06460000,0,0,1058.8,1080.7,0,0.4653,0.9982,0,0,6460.00,SPXW260807P06460000,0.3,-0.325,0.15,0.2,11,0.4752,-0.0017,0,14
Fri Aug 07 2026,SPXW260807C06470000,0,0,1049.2,1070.7,0,0.4992,0.9982,0,0,6470.00,SPXW260807P06470000,0.3,-0.35,0.15,0.25,5,0.4765,-0.0017,0,7
Fri Aug 07 2026,SPXW260807C06475000,0,0,1044.3,1065.7,0,0.5034,0.9982,0,0,6475.00,SPXW260807P06475000,0.3,-0.35,0.15,0.25,9,0.4742,-0.0018,0,253
Fri Aug 07 2026,SPXW260807C06480000,0,0,1039.2,1060.8,0,0.5006,0.9982,0,0,6480.00,SPXW260807P06480000,0.3,-0.35,0.15,0.25,103,0.472,-0.0018,0,103
Fri Aug 07 2026,SPXW260807C06490000,0,0,1029.4,1050.8,0,0.5072,0.9981,0,100,6490.00,SPXW260807P06490000,0.3,-0.35,0.15,0.25,71,0.4676,-0.0018,0,72
Fri Aug 07 2026,SPXW260807C06500000,984.89,0,1019.4,1040.8,0,0.5016,0.9981,0,1,6500.00,SPXW260807P06500000,0.3,-0.4,0.15,0.25,1232,0.4631,-0.0019,0,7651
Fri Aug 07 2026,SPXW260807C06510000,0,0,1009.4,1030.8,0,0.496,0.998,0,4,6510.00,SPXW260807P06510000,0.3,-0.4,0.15,0.25,1,0.4587,-0.0019,0,1
Fri Aug 07 2026,SPXW260807C06520000,0,0,999.4,1020.8,0,0.4905,0.998,0,0,6520.00,SPXW260807P06520000,0.3,-0.4,0.15,0.25,8,0.4543,-0.002,0,13
Fri Aug 07 2026,SPXW260807C06525000,0,0,994.4,1015.8,0,0.4877,0.998,0,0,6525.00,SPXW260807P06525000,0.3,-0.4,0.15,0.25,15,0.4521,-0.002,0,210
Fri Aug 07 2026,SPXW260807C06530000,0,0,989.4,1010.8,0,0.485,0.998,0,0,6530.00,SPXW260807P06530000,0.35,-0.375,0.15,0.25,4,0.4498,-0.002,0,4
Fri Aug 07 2026,SPXW260807C06540000,0,0,979.4,1000.8,0,0.4794,0.9979,0,0,6540.00,SPXW260807P06540000,0.35,-0.4,0.15,0.25,5,0.4454,-0.002,0,6
Fri Aug 07 2026,SPXW260807C06550000,0,0,969,990.8,0,0.4453,0.9979,0,0,6550.00,SPXW260807P06550000,0.32,-0.43,0.15,0.25,179,0.441,-0.0021,0,1246
Fri Aug 07 2026,SPXW260807C06560000,0,0,959.3,980.8,0,0.4624,0.9978,0,0,6560.00,SPXW260807P06560000,0.35,-0.4,0.15,0.25,2,0.4366,-0.0021,0,2
Fri Aug 07 2026,SPXW260807C06570000,0,0,949.3,970.8,0,0.4568,0.9978,0,0,6570.00,SPXW260807P06570000,0.35,-0.45,0.15,0.25,2,0.4322,-0.0022,0,2
Fri Aug 07 2026,SPXW260807C06575000,828.84,0,944.4,965.8,0,0.4602,0.9977,0,1,6575.00,SPXW260807P06575000,0.35,-0.45,0.15,0.25,1,0.43,-0.0022,0,183
Fri Aug 07 2026,SPXW260807C06580000,0,0,939.4,960.9,0,0.463,0.9977,0,0,6580.00,SPXW260807P06580000,0.39,-0.45,0.15,0.25,21,0.4277,-0.0022,0,29
Fri Aug 07 2026,SPXW260807C06590000,0,0,929.5,950.9,0,0.4626,0.9976,0,0,6590.00,SPXW260807P06590000,0.37,-0.43,0.2,0.25,14,0.428,-0.0023,0,14
Fri Aug 07 2026,SPXW260807C06600000,0,0,919.5,940.9,0,0.4572,0.9976,0,0,6600.00,SPXW260807P06600000,0.4,-0.45,0.2,0.3,378,0.4278,-0.0024,0,2454
Fri Aug 07 2026,SPXW260807C06610000,0,0,909.5,930.9,0,0.4517,0.9975,0,0,6610.00,SPXW260807P06610000,0.35,-0.5,0.2,0.3,12,0.4233,-0.0024,0,10
Fri Aug 07 2026,SPXW260807C06620000,0,0,899.5,920.9,0,0.4463,0.9975,0,0,6620.00,SPXW260807P06620000,0.4,-0.5,0.2,0.3,6,0.4188,-0.0025,0,34
